age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,services,married,secondary,no,1453,yes,no,unknown,28,may,199,1,-1,0,unknown,no
29,admin.,single,secondary,no,1450,yes,no,unknown,28,may,195,1,-1,0,unknown,no
27,services,single,secondary,no,54,yes,no,unknown,28,may,543,2,-1,0,unknown,yes
33,blue-collar,single,secondary,no,855,no,no,unknown,28,may,99,5,-1,0,unknown,no
24,blue-collar,married,primary,no,933,yes,no,unknown,28,may,62,3,-1,0,unknown,no
22,blue-collar,married,secondary,no,391,yes,yes,unknown,28,may,72,18,-1,0,unknown,no
46,admin.,married,secondary,no,-363,yes,yes,unknown,28,may,236,1,-1,0,unknown,no
40,admin.,married,secondary,yes,-279,yes,no,unknown,28,may,143,2,-1,0,unknown,no
38,technician,divorced,secondary,no,-478,yes,no,unknown,28,may,154,1,-1,0,unknown,no
30,technician,divorced,secondary,no,2262,yes,no,unknown,28,may,102,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,1,no,no,unknown,28,may,181,1,-1,0,unknown,no
30,services,married,primary,no,-286,yes,no,unknown,28,may,202,1,-1,0,unknown,no
28,blue-collar,married,primary,no,115,yes,no,unknown,28,may,78,4,-1,0,unknown,no
27,technician,married,secondary,no,58,yes,no,unknown,28,may,82,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,1401,yes,no,unknown,28,may,392,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,480,yes,no,unknown,28,may,211,2,-1,0,unknown,no
32,unemployed,married,secondary,no,-160,yes,no,unknown,28,may,27,1,-1,0,unknown,no
47,technician,married,secondary,no,970,yes,no,unknown,28,may,742,3,-1,0,unknown,no
24,technician,single,secondary,no,288,yes,no,unknown,28,may,185,1,-1,0,unknown,no
51,technician,single,secondary,no,511,yes,yes,unknown,28,may,67,2,-1,0,unknown,no
23,services,single,secondary,no,665,yes,no,unknown,28,may,1183,1,-1,0,unknown,yes
27,student,single,secondary,no,16173,yes,no,unknown,28,may,489,1,-1,0,unknown,no
31,technician,single,primary,no,449,yes,no,unknown,28,may,174,1,-1,0,unknown,no
52,entrepreneur,married,primary,no,8298,yes,yes,unknown,28,may,123,18,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,1815,yes,no,unknown,28,may,232,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,578,yes,no,unknown,28,may,146,1,-1,0,unknown,no
30,services,married,secondary,no,586,yes,no,unknown,28,may,187,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,554,yes,no,unknown,28,may,179,2,-1,0,unknown,no
29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,unknown,no
31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no
44,technician,married,secondary,no,1196,yes,yes,unknown,28,may,61,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-112,yes,no,unknown,28,may,132,1,-1,0,unknown,no
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,-366,yes,no,unknown,28,may,81,4,-1,0,unknown,no
30,blue-collar,single,secondary,no,397,yes,no,unknown,28,may,536,7,-1,0,unknown,no
40,unemployed,married,primary,no,557,yes,no,unknown,28,may,173,1,-1,0,unknown,no
45,management,married,tertiary,yes,-1655,yes,no,unknown,28,may,333,2,-1,0,unknown,no
36,management,single,secondary,no,302,no,no,unknown,28,may,60,6,-1,0,unknown,no
42,management,married,tertiary,no,479,yes,no,unknown,28,may,217,2,-1,0,unknown,no
34,management,single,tertiary,no,1058,yes,no,unknown,28,may,864,2,-1,0,unknown,yes
29,technician,single,secondary,no,22008,yes,no,unknown,28,may,139,2,-1,0,unknown,no
53,management,married,tertiary,no,490,yes,no,unknown,28,may,103,2,-1,0,unknown,no
43,blue-collar,married,secondary,yes,-504,yes,no,unknown,28,may,136,1,-1,0,unknown,no
38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,327,yes,no,unknown,28,may,333,2,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,105,yes,yes,unknown,28,may,118,1,-1,0,unknown,no
50,admin.,single,secondary,no,330,yes,no,unknown,28,may,24,1,-1,0,unknown,no
48,management,married,secondary,no,99,yes,no,unknown,28,may,344,1,-1,0,unknown,no
29,management,married,tertiary,no,8089,yes,no,unknown,28,may,314,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,5214,yes,no,unknown,28,may,94,1,-1,0,unknown,no
60,retired,married,primary,no,170,yes,no,unknown,28,may,338,2,-1,0,unknown,no
28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,-1,0,unknown,yes
27,admin.,single,secondary,no,242,yes,yes,unknown,28,may,83,1,-1,0,unknown,no
33,admin.,single,primary,no,-258,yes,no,unknown,28,may,193,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,504,yes,no,unknown,28,may,260,2,-1,0,unknown,no
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no
26,blue-collar,single,secondary,no,419,yes,no,unknown,28,may,94,3,-1,0,unknown,no
33,management,single,tertiary,no,-61,no,no,unknown,28,may,50,2,-1,0,unknown,no
39,admin.,divorced,secondary,no,22,no,no,unknown,28,may,121,3,-1,0,unknown,no
25,blue-collar,divorced,secondary,no,2428,yes,no,unknown,28,may,376,4,-1,0,unknown,no
26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown,no
33,technician,single,secondary,no,-409,yes,no,unknown,28,may,96,1,-1,0,unknown,no
39,management,divorced,tertiary,no,133,yes,no,unknown,28,may,136,2,-1,0,unknown,no
47,services,divorced,secondary,no,-288,yes,no,unknown,28,may,107,7,-1,0,unknown,no
31,management,single,tertiary,no,305,yes,no,unknown,28,may,297,14,-1,0,unknown,no
55,blue-collar,married,primary,no,81,yes,no,unknown,28,may,172,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,625,yes,no,unknown,28,may,410,1,-1,0,unknown,no
57,unknown,married,unknown,no,327,yes,no,unknown,28,may,74,2,-1,0,unknown,no
39,services,married,secondary,no,-971,yes,yes,unknown,28,may,104,2,-1,0,unknown,no
32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no
52,blue-collar,married,primary,no,-211,yes,yes,unknown,28,may,153,2,-1,0,unknown,no
31,blue-collar,single,primary,no,124,yes,no,unknown,28,may,411,3,-1,0,unknown,no
27,management,single,tertiary,no,3104,yes,no,unknown,28,may,160,2,-1,0,unknown,no
56,technician,divorced,secondary,no,77,yes,yes,unknown,28,may,25,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,457,yes,yes,unknown,28,may,189,2,-1,0,unknown,no
32,self-employed,married,secondary,no,-33,yes,no,unknown,28,may,234,3,-1,0,unknown,no
57,admin.,divorced,secondary,no,-140,yes,no,unknown,28,may,264,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,1025,yes,no,unknown,28,may,478,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,1780,yes,no,unknown,28,may,116,12,-1,0,unknown,no
30,blue-collar,married,primary,yes,0,yes,yes,unknown,28,may,92,5,-1,0,unknown,no
42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,may,97,4,-1,0,unknown,no
33,services,married,secondary,no,-384,yes,no,unknown,28,may,513,2,-1,0,unknown,no
44,technician,divorced,secondary,no,-357,yes,yes,unknown,28,may,318,2,-1,0,unknown,no
28,management,single,tertiary,no,355,yes,yes,unknown,28,may,300,4,-1,0,unknown,no
44,blue-collar,married,primary,no,3753,yes,no,unknown,28,may,122,4,-1,0,unknown,no
59,technician,married,primary,no,4243,yes,no,unknown,29,may,233,1,-1,0,unknown,no
53,retired,married,secondary,no,1004,yes,no,unknown,29,may,155,1,-1,0,unknown,no
30,services,single,secondary,no,179,yes,no,unknown,29,may,286,3,-1,0,unknown,no
45,management,single,tertiary,no,2571,yes,no,unknown,29,may,54,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,-111,yes,no,unknown,29,may,132,3,-1,0,unknown,no
32,management,married,secondary,no,3935,yes,no,unknown,29,may,129,2,-1,0,unknown,no
29,blue-collar,married,unknown,no,559,yes,no,unknown,29,may,182,2,-1,0,unknown,no
43,technician,married,secondary,no,2041,yes,yes,unknown,29,may,162,5,-1,0,unknown,no
37,management,single,secondary,no,34,yes,no,unknown,29,may,285,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,72,yes,no,unknown,29,may,456,1,-1,0,unknown,no
53,management,married,secondary,no,2895,yes,no,unknown,29,may,74,1,-1,0,unknown,no
40,services,married,secondary,no,1938,no,no,unknown,29,may,37,1,-1,0,unknown,no
43,technician,married,secondary,no,310,yes,no,unknown,29,may,291,1,-1,0,unknown,no
48,management,married,tertiary,no,1533,no,no,unknown,29,may,358,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,-1,0,unknown,no
58,retired,married,secondary,no,32948,no,no,unknown,29,may,364,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,-1,0,unknown,no
53,blue-collar,married,primary,no,436,yes,no,unknown,29,may,154,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,11953,yes,yes,unknown,29,may,208,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,176,no,no,unknown,29,may,131,1,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,no,unknown,29,may,155,1,-1,0,unknown,no
40,technician,married,secondary,no,1269,yes,no,unknown,29,may,656,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,no
52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,1,-1,0,unknown,no
40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,809,yes,yes,unknown,29,may,60,1,-1,0,unknown,no
58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,no
39,management,married,primary,no,1749,yes,no,unknown,29,may,46,1,-1,0,unknown,no
29,management,married,tertiary,no,1474,yes,yes,unknown,29,may,79,3,-1,0,unknown,no
36,technician,married,secondary,no,1286,yes,yes,unknown,29,may,152,1,-1,0,unknown,no
57,technician,single,secondary,no,806,yes,no,unknown,29,may,77,1,-1,0,unknown,no
42,admin.,single,unknown,no,297,yes,no,unknown,29,may,106,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,6491,yes,no,unknown,29,may,244,1,-1,0,unknown,no
42,management,married,secondary,no,2608,yes,no,unknown,29,may,201,1,-1,0,unknown,no
41,management,married,secondary,no,689,yes,no,unknown,29,may,596,1,-1,0,unknown,no
52,technician,married,secondary,no,22755,yes,no,unknown,29,may,70,2,-1,0,unknown,no
39,technician,divorced,secondary,no,1270,yes,no,unknown,29,may,245,4,-1,0,unknown,no
30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,no
40,admin.,married,secondary,no,0,yes,yes,unknown,29,may,49,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,812,yes,no,unknown,29,may,68,1,-1,0,unknown,no
33,services,married,secondary,no,-49,yes,no,unknown,29,may,89,2,-1,0,unknown,no
30,admin.,divorced,primary,no,1032,yes,no,unknown,29,may,52,5,-1,0,unknown,no
23,technician,married,secondary,no,8254,yes,no,unknown,29,may,409,3,-1,0,unknown,no
50,services,married,primary,no,1132,yes,no,unknown,29,may,117,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,may,76,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,628,yes,no,unknown,29,may,455,2,-1,0,unknown,no
51,blue-collar,married,primary,no,3170,yes,no,unknown,29,may,51,1,-1,0,unknown,no
56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,-1,0,unknown,yes
36,management,single,tertiary,no,6450,yes,no,unknown,29,may,101,1,-1,0,unknown,no
40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,unknown,no
49,technician,married,secondary,no,2497,yes,no,unknown,29,may,99,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-416,yes,no,unknown,29,may,431,2,-1,0,unknown,no
45,admin.,married,primary,no,895,yes,no,unknown,29,may,480,2,-1,0,unknown,no
53,blue-collar,married,unknown,no,1202,yes,no,unknown,29,may,332,2,-1,0,unknown,no
51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,3,-1,0,unknown,no
39,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,-1,0,unknown,no
56,management,married,secondary,no,0,yes,no,unknown,29,may,726,1,-1,0,unknown,no
33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059,2,-1,0,unknown,yes
39,management,married,tertiary,no,0,yes,no,unknown,29,may,184,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245,3,-1,0,unknown,no
53,services,married,secondary,no,1788,yes,no,unknown,29,may,253,2,-1,0,unknown,no
35,management,married,secondary,no,1,yes,no,unknown,29,may,246,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,239,no,no,unknown,29,may,385,2,-1,0,unknown,no
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no
38,technician,divorced,secondary,no,1294,yes,no,unknown,29,may,565,1,-1,0,unknown,no
30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,-1,0,unknown,yes
27,services,single,secondary,no,2457,yes,no,unknown,29,may,123,4,-1,0,unknown,no
45,blue-collar,married,primary,no,19,yes,no,unknown,29,may,33,2,-1,0,unknown,no
37,management,married,tertiary,no,21,yes,no,unknown,29,may,52,2,-1,0,unknown,no
24,student,single,secondary,no,2530,yes,no,unknown,29,may,399,5,-1,0,unknown,no
28,technician,married,secondary,no,1180,yes,no,unknown,29,may,637,3,-1,0,unknown,no
50,management,divorced,tertiary,no,738,yes,yes,unknown,29,may,68,1,-1,0,unknown,no
56,technician,married,primary,no,675,yes,no,unknown,29,may,137,1,-1,0,unknown,no
31,technician,married,secondary,no,222,yes,no,unknown,29,may,251,4,-1,0,unknown,no
35,management,single,tertiary,no,870,yes,no,unknown,29,may,188,6,-1,0,unknown,no
46,blue-collar,married,primary,no,684,yes,no,unknown,29,may,414,2,-1,0,unknown,no
52,technician,married,secondary,no,963,yes,no,unknown,29,may,74,2,-1,0,unknown,no
31,blue-collar,married,primary,no,3283,yes,no,unknown,29,may,100,5,-1,0,unknown,no
36,services,married,secondary,no,0,no,no,unknown,29,may,752,2,-1,0,unknown,no
39,blue-collar,divorced,secondary,no,94,yes,no,unknown,29,may,430,1,-1,0,unknown,no
32,management,single,tertiary,no,1731,yes,yes,unknown,29,may,323,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,1429,yes,no,unknown,29,may,187,3,-1,0,unknown,no
46,blue-collar,married,primary,no,-169,no,yes,unknown,29,may,336,3,-1,0,unknown,no
31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,no
29,blue-collar,single,secondary,no,-125,yes,no,unknown,29,may,198,3,-1,0,unknown,no
31,management,single,tertiary,no,524,yes,yes,unknown,29,may,668,2,-1,0,unknown,no
31,management,single,tertiary,no,457,yes,no,unknown,29,may,38,9,-1,0,unknown,no
47,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,135,2,-1,0,unknown,no
31,admin.,single,secondary,no,0,yes,yes,unknown,29,may,183,3,-1,0,unknown,no
38,blue-collar,married,primary,no,714,yes,no,unknown,29,may,225,3,-1,0,unknown,no
56,services,married,secondary,no,705,yes,no,unknown,29,may,151,2,-1,0,unknown,no
25,unemployed,married,secondary,no,285,yes,no,unknown,29,may,859,2,-1,0,unknown,no
39,blue-collar,married,primary,no,0,no,no,unknown,29,may,191,5,-1,0,unknown,no
40,management,married,secondary,no,1576,yes,yes,unknown,29,may,253,3,-1,0,unknown,no
49,blue-collar,married,primary,no,287,yes,no,unknown,29,may,155,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,17,yes,no,unknown,29,may,197,9,-1,0,unknown,no
47,services,married,secondary,no,795,yes,no,unknown,29,may,42,3,-1,0,unknown,no
35,blue-collar,single,secondary,no,1253,no,no,unknown,29,may,2260,2,-1,0,unknown,no
58,self-employed,married,tertiary,no,-81,no,no,unknown,29,may,54,22,-1,0,unknown,no
30,blue-collar,single,secondary,no,196,yes,no,unknown,29,may,91,7,-1,0,unknown,no
28,services,married,secondary,no,222,yes,no,unknown,29,may,101,23,-1,0,unknown,no
44,services,divorced,secondary,no,496,yes,yes,unknown,29,may,54,15,-1,0,unknown,no
44,blue-collar,married,secondary,no,3610,yes,no,unknown,29,may,23,15,-1,0,unknown,no
58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,516,4,-1,0,unknown,no
36,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,3,-1,0,unknown,no
40,blue-collar,married,primary,no,-476,yes,no,unknown,30,may,105,2,-1,0,unknown,no
46,entrepreneur,married,primary,no,1757,yes,no,unknown,30,may,396,3,-1,0,unknown,no
44,management,married,tertiary,no,1732,yes,no,unknown,30,may,43,1,-1,0,unknown,no
40,services,divorced,secondary,no,1959,yes,no,unknown,30,may,177,1,-1,0,unknown,no
50,technician,married,tertiary,no,11804,yes,no,unknown,30,may,83,1,-1,0,unknown,no
37,technician,married,secondary,no,490,yes,no,unknown,30,may,226,1,-1,0,unknown,no
33,management,single,tertiary,no,923,yes,no,unknown,30,may,118,6,-1,0,unknown,no
38,entrepreneur,single,secondary,no,473,yes,yes,unknown,30,may,133,4,-1,0,unknown,no
35,services,married,secondary,no,0,no,no,unknown,30,may,147,9,-1,0,unknown,no
42,management,married,tertiary,no,2440,yes,no,unknown,30,may,199,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,931,yes,no,unknown,30,may,65,7,-1,0,unknown,no
53,management,married,tertiary,no,146,no,no,unknown,30,may,150,1,-1,0,unknown,no
38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,no
45,admin.,married,secondary,no,840,yes,no,unknown,30,may,54,3,-1,0,unknown,no
39,self-employed,married,tertiary,no,3246,yes,no,unknown,30,may,491,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,52,yes,no,unknown,30,may,574,1,-1,0,unknown,no
26,technician,single,tertiary,no,686,yes,no,unknown,30,may,98,2,-1,0,unknown,no
37,services,married,tertiary,no,0,yes,no,unknown,30,may,55,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,2620,yes,no,unknown,30,may,523,1,-1,0,unknown,no
45,housemaid,divorced,primary,no,413,yes,no,unknown,30,may,65,1,-1,0,unknown,no
51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,1,-1,0,unknown,no
41,admin.,single,tertiary,no,1455,yes,no,unknown,30,may,87,1,-1,0,unknown,no
35,technician,single,secondary,no,-54,yes,no,unknown,30,may,70,2,-1,0,unknown,no
36,management,married,tertiary,no,722,yes,no,unknown,30,may,312,1,-1,0,unknown,no
36,services,married,secondary,no,-260,yes,no,unknown,30,may,91,2,-1,0,unknown,no
50,services,married,secondary,no,992,yes,no,unknown,30,may,407,1,-1,0,unknown,no
59,retired,married,secondary,no,8107,no,no,unknown,30,may,210,1,-1,0,unknown,no
36,management,single,tertiary,no,1089,yes,no,unknown,30,may,126,1,-1,0,unknown,no
54,technician,divorced,secondary,no,814,yes,no,unknown,30,may,95,1,-1,0,unknown,no
27,services,single,secondary,no,437,yes,yes,unknown,30,may,275,2,-1,0,unknown,no
36,blue-collar,married,primary,no,287,yes,no,unknown,30,may,157,3,-1,0,unknown,no
32,management,married,tertiary,no,132,yes,no,unknown,30,may,565,2,-1,0,unknown,no
51,management,married,secondary,no,2632,no,no,unknown,30,may,137,1,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,1513,no,no,unknown,30,may,510,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,1440,yes,no,unknown,30,may,309,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,2,yes,no,unknown,30,may,170,4,-1,0,unknown,no
45,admin.,married,secondary,no,820,yes,no,unknown,30,may,145,2,-1,0,unknown,no
53,management,married,tertiary,no,3911,yes,yes,unknown,30,may,63,2,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,no,unknown,30,may,151,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,419,yes,no,unknown,30,may,56,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,159,yes,yes,unknown,30,may,251,2,-1,0,unknown,no
37,technician,single,secondary,no,786,yes,no,unknown,30,may,103,2,-1,0,unknown,no
44,technician,married,secondary,no,561,yes,no,unknown,30,may,613,2,-1,0,unknown,no
42,blue-collar,married,primary,no,188,yes,no,unknown,30,may,53,5,-1,0,unknown,no
51,management,married,secondary,no,614,yes,yes,unknown,30,may,91,2,-1,0,unknown,no
32,management,divorced,tertiary,no,1589,yes,no,unknown,30,may,422,9,-1,0,unknown,no
29,services,divorced,secondary,no,590,yes,no,unknown,30,may,76,2,-1,0,unknown,no
39,unemployed,single,secondary,no,356,yes,no,unknown,30,may,462,2,-1,0,unknown,no
39,management,married,tertiary,no,564,yes,no,unknown,30,may,136,2,-1,0,unknown,no
43,management,single,tertiary,no,690,yes,no,unknown,30,may,58,1,-1,0,unknown,no
45,management,married,tertiary,no,2022,no,no,unknown,30,may,340,1,-1,0,unknown,no
51,technician,divorced,secondary,no,468,yes,no,unknown,30,may,475,4,-1,0,unknown,no
35,management,single,tertiary,no,0,yes,no,unknown,30,may,147,1,-1,0,unknown,no
32,admin.,divorced,secondary,no,-19,yes,no,unknown,30,may,97,2,-1,0,unknown,no
36,technician,single,secondary,no,4136,yes,no,unknown,30,may,812,3,-1,0,unknown,yes
39,technician,married,unknown,no,839,no,no,unknown,30,may,825,2,-1,0,unknown,no
41,services,married,primary,no,373,yes,no,unknown,30,may,240,2,-1,0,unknown,no
51,retired,married,primary,no,752,yes,no,unknown,30,may,214,2,-1,0,unknown,no
27,blue-collar,married,primary,no,106,yes,no,unknown,30,may,150,5,-1,0,unknown,no
41,management,divorced,secondary,no,2666,yes,no,unknown,30,may,170,2,-1,0,unknown,no
38,blue-collar,married,primary,no,580,yes,no,unknown,30,may,572,6,-1,0,unknown,no
47,technician,married,secondary,no,1387,yes,no,unknown,30,may,219,4,-1,0,unknown,no
48,blue-collar,married,secondary,no,1841,yes,no,unknown,30,may,216,3,-1,0,unknown,no
40,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,no
26,technician,single,secondary,no,174,yes,no,unknown,30,may,67,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,119,yes,no,unknown,30,may,281,2,-1,0,unknown,no
46,management,single,tertiary,no,2904,yes,no,unknown,30,may,984,2,-1,0,unknown,yes
44,technician,married,secondary,no,596,yes,no,unknown,30,may,28,3,-1,0,unknown,no
33,technician,single,secondary,no,268,yes,no,unknown,30,may,275,9,-1,0,unknown,no
57,technician,married,secondary,no,16063,yes,no,unknown,30,may,352,3,-1,0,unknown,no
35,blue-collar,married,primary,no,2708,yes,no,unknown,30,may,178,2,-1,0,unknown,no
50,self-employed,married,secondary,no,-465,yes,no,unknown,30,may,42,11,-1,0,unknown,no
31,housemaid,married,secondary,no,1,yes,no,unknown,30,may,101,16,-1,0,unknown,no
51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,unknown,no
42,technician,divorced,secondary,no,0,yes,no,unknown,30,may,115,6,-1,0,unknown,no
32,blue-collar,married,secondary,no,501,yes,yes,unknown,30,may,43,5,-1,0,unknown,no
43,services,married,secondary,no,192,yes,yes,unknown,30,may,273,2,-1,0,unknown,no
31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,745,12,-1,0,unknown,yes
35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,4,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,30,may,539,12,-1,0,unknown,yes
52,technician,divorced,secondary,no,137,yes,no,unknown,30,may,84,3,-1,0,unknown,no
49,services,married,secondary,no,486,yes,yes,unknown,30,may,43,2,-1,0,unknown,no
35,technician,single,secondary,no,1609,yes,no,unknown,30,may,288,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,123,yes,no,unknown,30,may,81,3,-1,0,unknown,no
32,admin.,married,secondary,no,-540,yes,yes,unknown,30,may,53,7,-1,0,unknown,no
36,management,married,tertiary,no,2609,yes,no,unknown,30,may,141,9,-1,0,unknown,no
54,blue-collar,married,secondary,no,3782,yes,no,unknown,30,may,211,4,-1,0,unknown,no
35,blue-collar,single,tertiary,no,573,no,no,unknown,30,may,116,3,-1,0,unknown,no
59,management,married,primary,no,396,yes,no,unknown,2,jun,72,3,-1,0,unknown,no
43,entrepreneur,married,secondary,no,641,yes,yes,unknown,2,jun,251,4,-1,0,unknown,no
36,management,single,tertiary,yes,-559,yes,no,unknown,2,jun,71,2,-1,0,unknown,no
29,technician,married,secondary,no,1097,yes,no,unknown,2,jun,90,3,-1,0,unknown,no
55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown,no
49,technician,divorced,secondary,yes,-757,yes,yes,unknown,2,jun,68,1,-1,0,unknown,no
30,management,single,secondary,no,308,yes,yes,unknown,2,jun,175,2,-1,0,unknown,no
39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,1,-1,0,unknown,no
46,blue-collar,married,primary,no,938,yes,no,unknown,2,jun,92,2,-1,0,unknown,no
39,management,married,tertiary,no,756,yes,no,unknown,2,jun,268,1,-1,0,unknown,no
39,management,married,tertiary,no,22,yes,no,unknown,2,jun,493,1,-1,0,unknown,no
40,blue-collar,married,primary,no,540,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,4143,yes,yes,unknown,2,jun,21,1,-1,0,unknown,no
32,management,single,secondary,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,no
36,self-employed,single,tertiary,no,3560,no,no,unknown,2,jun,409,2,-1,0,unknown,no
44,services,married,secondary,no,808,yes,no,unknown,2,jun,67,2,-1,0,unknown,no
39,services,divorced,secondary,no,892,yes,no,unknown,2,jun,26,1,-1,0,unknown,no
32,technician,married,secondary,no,0,no,no,unknown,2,jun,68,21,-1,0,unknown,no
32,entrepreneur,married,primary,no,56,no,no,unknown,2,jun,389,1,-1,0,unknown,no
33,technician,single,secondary,no,374,yes,yes,unknown,2,jun,185,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,231,yes,no,unknown,2,jun,466,1,-1,0,unknown,no
39,blue-collar,married,primary,no,1802,yes,no,unknown,2,jun,490,1,-1,0,unknown,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no
29,technician,married,secondary,no,493,yes,yes,unknown,2,jun,132,6,-1,0,unknown,no
35,blue-collar,married,secondary,no,80,yes,yes,unknown,2,jun,579,2,-1,0,unknown,no
38,blue-collar,single,primary,no,522,yes,no,unknown,2,jun,156,1,-1,0,unknown,no
38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,426,yes,no,unknown,2,jun,59,3,-1,0,unknown,no
51,management,divorced,tertiary,no,6,no,no,unknown,2,jun,193,4,-1,0,unknown,no
31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,76,1,-1,0,unknown,no
